julian_date,x,y,z,vx,vy,vz
2451546,-1.0667932688075840e+06,-3.9699950252416602e+05,-1.3852460758554973e+05,8.0586048736648945e+02,-1.0098882823376983e+03,-4.5325563379081342e+02
2451547,-1.0659867819969209e+06,-3.9800883147711132e+05,-1.3897763795078831e+05,8.0711279529309627e+02,-1.0087702814732451e+03,-4.5280542796374124e+02
2451548,-1.0651790438641636e+06,-3.9901704440097412e+05,-1.3943021910447098e+05,8.0836316185651731e+02,-1.0076562220527644e+03,-4.5235721106743642e+02
2451549,-1.0643700562590996e+06,-4.0002414523010957e+05,-1.3988235303642802e+05,8.0961177087803935e+02,-1.0065460891531071e+03,-4.5191098462641497e+02
2451550,-1.0635598208456896e+06,-4.0103013788163074e+05,-1.4033404173714697e+05,8.1085881018592931e+02,-1.0054398631306236e+03,-4.5146674838665245e+02
2451551,-1.0627483390980742e+06,-4.0203502625043772e+05,-1.4078528719586073e+05,8.1210447158627733e+02,-1.0043375191173702e+03,-4.5102450004764808e+02
2451552,-1.0619356122966134e+06,-4.0303881420373369e+05,-1.4123609139836303e+05,8.1334895082795970e+02,-1.0032390264990157e+03,-4.5058423498372679e+02
2451553,-1.0611216415239640e+06,-4.0404150557500764e+05,-1.4168645632453760e+05,8.1459244756000385e+02,-1.0021443483666897e+03,-4.5014594595035527e+02
2451554,-1.0603064276612066e+06,-4.0504310415744828e+05,-1.4213638394558337e+05,8.1583516527727704e+02,-1.0010534409287717e+03,-4.4970962276757535e+02
2451555,-1.0594899713840326e+06,-4.0604361369675607e+05,-1.4258587622091296e+05,8.1707731124818235e+02,-9.9996625289048382e+02,-4.4927525198383881e+02
2451556,-1.0586722731590162e+06,-4.0704303788329824e+05,-1.4303493509469565e+05,8.1831909641972857e+02,-9.9888272476156942e+02,-4.4884281649886884e+02
2451557,-1.0578533332399984e+06,-4.0804138034354796e+05,-1.4348356249200803e+05,8.1956073528750755e+02,-9.9780278811396693e+02,-4.4841229515573457e+02
2451558,-1.0570331516646217e+06,-4.0903864463074267e+05,-1.4393176031455383e+05,8.2080244571841115e+02,-9.9672636476053583e+02,-4.4798366228555415e+02
2451559,-1.0562117282510730e+06,-4.1003483421467833e+05,-1.4437953043590218e+05,8.2204444870938198e+02,-9.9565336584633087e+02,-4.4755688719845074e+02
2451560,-1.0553890625951092e+06,-4.1102995247054804e+05,-1.4482687469618753e+05,8.2328696806089602e+02,-9.9458369084489334e+02,-4.4713193361455131e+02
2451561,-1.0545651540674625e+06,-4.1202400266672566e+05,-1.4527379489620711e+05,8.2453022993858303e+02,-9.9351722644983545e+02,-4.4670875902709889e+02
2451562,-1.0537400018117526e+06,-4.1301698795138387e+05,-1.4572029279084408e+05,8.2577446228987242e+02,-9.9245384535209473e+02,-4.4628731398913391e+02
2451563,-1.0529136047430721e+06,-4.1400891133783030e+05,-1.4616637008173595e+05,8.2701989407477072e+02,-9.9139340489565268e+02,-4.4586754131567841e+02
2451564,-1.0520859615474553e+06,-4.1499977568843617e+05,-1.4661202840909967e+05,8.2826675426087729e+02,-9.9033574560923353e+02,-4.4544937519495033e+02
2451565,-1.0512570706824928e+06,-4.1598958369703713e+05,-1.4705726934262135e+05,8.2951527052248036e+02,-9.8928068961851829e+02,-4.4503274020481280e+02
2451566,-1.0504269303794252e+06,-4.1697833786969114e+05,-1.4750209437131419e+05,8.3076566757208604e+02,-9.8822803895275968e+02,-4.4461755023446102e+02
2451567,-1.0495955386471238e+06,-4.1796604050370061e+05,-1.4794650489225314e+05,8.3201816503999737e+02,-9.8717757377130545e+02,-4.4420370731622978e+02
2451568,-1.0487628932784579e+06,-4.1895269366483693e+05,-1.4839050219810021e+05,8.3327297480357515e+02,-9.8612905054950215e+02,-4.4379110037840388e+02
2451569,-1.0479289918596721e+06,-4.1993829916274390e+05,-1.4883408746334392e+05,8.3453029760835454e+02,-9.8508220026349068e+02,-4.4337960392365869e+02
2451570,-1.0470938317833937e+06,-4.2092285852466000e+05,-1.4927726172926210e+05,8.3579031920729017e+02,-9.8403672686901166e+02,-4.4296907681401245e+02
2451571,-1.0462574102663151e+06,-4.2190637296751386e+05,-1.4972002588752942e+05,8.3705320477906139e+02,-9.8299230559416412e+02,-4.4255936077820058e+02
2451572,-1.0454197243724115e+06,-4.2288884336886148e+05,-1.5016238066262944e+05,8.3831909350949024e+02,-9.8194858236096536e+02,-4.4215027953804679e+02
2451573,-1.0445807710425451e+06,-4.2387027023729164e+05,-1.5060432659331767e+05,8.3958809109958020e+02,-9.8090517332253103e+02,-4.4174163778150591e+02
2451574,-1.0437405471320979e+06,-4.2485065368291794e+05,-1.5104586401329562e+05,8.4086026132489587e+02,-9.7986166561864968e+02,-4.4133322068787942e+02
2451575,-1.0428990494575336e+06,-4.2582999338935036e+05,-1.5148699303174549e+05,8.4213561657385344e+02,-9.7881761961253642e+02,-4.4092479413805893e+02
