julian_date,x,y,z,vx,vy,vz
2451546,-1.7305359679278996e+07,-6.0974293023407288e+07,-3.0812429629787814e+07,3.2491819082937399e+06,-5.6242306220424012e+05,-6.3724054778491484e+05
2451547,-1.4034121646372817e+07,-6.1448286606984027e+07,-3.1404722067782532e+07,3.2917099407673934e+06,-3.8532246457622584e+05,-5.4705094774805359e+05
2451548,-1.0725118632918665e+07,-6.1744487298431188e+07,-3.1905961113474384e+07,3.3247006659055334e+06,-2.0686985531286360e+05,-4.5515000281616446e+05
2451549,-7.3879256020899108e+06,-6.1861640725862846e+07,-3.2314483671984326e+07,3.3480747027136167e+06,-2.7260524601137604e+04,-3.6163379668514401e+05
2451550,-4.0322092237033732e+06,-6.1798688358631730e+07,-3.2628721748137895e+07,3.3617279025317840e+06,1.5330861343193162e+05,-2.6659671174463059e+05
2451551,-6.6775298419650551e+05,-6.1554770713373557e+07,-3.2847201554756247e+07,3.3655306713670907e+06,3.3463583833769470e+05,-1.7013305870127413e+05
2451552,2.6955170478151701e+06,-6.1129233804951370e+07,-3.2968544286256131e+07,3.3593273378884075e+06,5.1651130785480607e+05,-7.2338782039831451e+04
2451553,6.0475058519138955e+06,-6.0521639000011653e+07,-3.2991468647145119e+07,3.3429355802084161e+06,6.9871355970820307e+05,2.6686730822049485e+04
2451554,9.3779225512894765e+06,-5.9731776481706157e+07,-3.2914795253980279e+07,3.3161459337114799e+06,8.8100577856321598e+05,1.2683870652833082e+05
2451555,1.2676253069706606e+07,-5.8759682587644577e+07,-3.2737453060786299e+07,3.2787214128000434e+06,1.0631317732171954e+06,2.2800487618413070e+05
2451556,1.5931732485531835e+07,-5.7605661339496203e+07,-3.2458487992073298e+07,3.2303972920168233e+06,1.2448116062447026e+06,3.3006316357978724e+05
2451557,1.9133317271101732e+07,-5.6270310541817673e+07,-3.2077074004668914e+07,3.1708811071176613e+06,1.4257368156177534e+06,4.3287913265167380e+05
2451558,2.2269657675142068e+07,-5.4754552889300019e+07,-3.1592526839693069e+07,3.0998529549644869e+06,1.6055651656789561e+06,5.3630315254954912e+05
2451559,2.5329070595560003e+07,-5.3059672584893085e+07,-3.1004320769091267e+07,3.0169661933098231e+06,1.7839148638001031e+06,6.4016723581921856e+05
2451560,2.8299513404035307e+07,-5.1187358034714311e+07,-3.0312108686868671e+07,2.9218486684685862e+06,1.9603581798862452e+06,7.4428150285886030e+05
2451561,3.1168559327591978e+07,-4.9139751246900924e+07,-2.9515745942794994e+07,2.8141046314020124e+06,2.1344144096628348e+06,8.4843022445147973e+05
2451562,3.3923375171797976e+07,-4.6919504616967790e+07,-2.8615318364557691e+07,2.6933175417822208e+06,2.3055421308874022e+06,9.5236739450878568e+05
2451563,3.6550702392371982e+07,-4.4529845826414324e+07,-2.7611174960978955e+07,2.5590540060255611e+06,2.4731307162506208e+06,1.0558117881586736e+06
2451564,3.9036842794511326e+07,-4.1974651606598817e+07,-2.6503965840678543e+07,2.4108691497600563e+06,2.6364910904248036e+06,1.1584414673144592e+06
2451565,4.1367650470440149e+07,-3.9258531115540676e+07,-2.5294685912585203e+07,2.2483137880150750e+06,2.7948457549441131e+06,1.2598877086990818e+06
2451566,4.3528531983718954e+07,-3.6386919626655795e+07,-2.3984724949992120e+07,2.0709438271563286e+06,2.9473181577980430e+06,1.3597283503772495e+06
2451567,4.5504457280969828e+07,-3.3366183115829363e+07,-2.2575924588669408e+07,1.8783324095884708e+06,3.0929215603356757e+06,1.4574805853071755e+06
2451568,4.7279984362533458e+07,-3.0203734130902663e+07,-2.1070642778602920e+07,1.6700853919428606e+06,3.2305476590323024e+06,1.5525932782205078e+06
2451569,4.8839301372936577e+07,-2.6908159002539214e+07,-1.9471826100540299e+07,1.4458608233925409e+06,3.3589553616559375e+06,1.6444389501080983e+06
2451570,5.0166290471222825e+07,-2.3489355966302574e+07,-1.7783090169763178e+07,1.2053931522255829e+06,3.4767603048602249e+06,1.7323056683614156e+06
2451571,5.1244618588066980e+07,-1.9958683062918771e+07,-1.6008808051524166e+07,9.4852291937847075e+05,3.5824259414794147e+06,1.8153892063149035e+06
2451572,5.2057860928866193e+07,-1.6329113709913392e+07,-1.4154206170451039e+07,6.7523267309347994e+05,3.6742573271718007e+06,1.8927859994602124e+06
2451573,5.2589663768559545e+07,-1.2615396531615268e+07,-1.2225466569704911e+07,3.8568972546218237e+05,3.7503990991968797e+06,1.9634876313394615e+06
2451574,5.2823953594486572e+07,-8.8342143368749581e+06,-1.0229833521814927e+07,8.0296124625325756e+04,3.8088395575614069e+06,2.0263778307269497e+06
2451575,5.2745199827622384e+07,-5.0043350002652816e+06,-8.1757213714836873e+06,-2.4025421973380429e+05,3.8474232077010809e+06,2.0802332467438807e+06
2451576,5.2338737969646320e+07,-1.1467444223923311e+06,-6.0728190727359978e+06,-5.7491200849418167e+05,3.8638745578485103e+06,2.1237295717782467e+06
2451577,5.1591158799225241e+07,2.7152512301836926e+06,-3.9321851666298546e+06,-9.2220437721153500e+05,3.8558363037045724e+06,2.1554548674909393e+06
2451578,5.0490766835496761e+07,6.5559700235161185e+06,-1.7663249770237179e+06,-1.2801651907022123e+06,3.8209251563917929e+06,2.1739321565549066e+06
2451579,4.9028107333574750e+07,1.0347364677233245e+07,4.1076029915662622e+05,-1.6462686528296904e+06,3.7568083089717892e+06,2.1776533825585027e+06
2451580,4.7196555245252006e+07,1.4059120719632020e+07,2.5835649392190711e+06,-2.0173730842638938e+06,3.6613026848011310e+06,2.1651265936555080e+06
2451581,4.4992951677756704e+07,1.7658865576563034e+07,4.7351243723881319e+06,-2.3896838024937455e+06,3.5324974479960222e+06,2.1349375331127024e+06
2451582,4.2418263514751904e+07,2.1112511036328889e+07,6.8471296996077355e+06,-2.7587458147751852e+06,3.3688976074586250e+06,2.0858255892462670e+06
2451583,3.9478230599156298e+07,2.4384747608702194e+07,8.9001246393854544e+06,-3.1194779416975677e+06,3.1695828721802952e+06,2.0167721889367497e+06
2451584,3.6183953431739047e+07,2.7439701261252731e+07,1.0873795378724676e+07,-3.4662593200055095e+06,2.9343714308479284e+06,1.9270972539735630e+06
2451585,3.2552364653023817e+07,3.0241750315023448e+07,1.2747358028338391e+07,-3.7930762763172975e+06,2.6639736119340095e+06,1.8165565132399760e+06
2451586,2.8606522204936445e+07,3.2756483143651836e+07,1.4500039783962052e+07,-4.0937318478547446e+06,2.3601164206101652e+06,1.6854297557747015e+06
2451587,2.4375663786142051e+07,3.4951757137208156e+07,1.6111638936559957e+07,-4.3621118440582296e+06,2.0256180500878079e+06,1.5345882261592804e+06
2451588,1.9894973295609202e+07,3.6798798902990535e+07,1.7563136780551378e+07,-4.5924912360339863e+06,1.6643929498693494e+06,1.3655291086181053e+06
2451589,1.5205031260592140e+07,3.8273268755561382e+07,1.8837323221912753e+07,-4.7798547085357569e+06,1.2813737628018423e+06,1.1803670744630105e+06
2451590,1.0350951380051523e+07,3.9356203480500437e+07,1.9919389918935731e+07,-4.9201979390849890e+06,8.8234629214190890e+05,9.8177737463296962e+05
2451591,5.3812403188822940e+06,4.0034753656870753e+07,2.0797442386835165e+07,-5.0107740601401795e+06,4.7370619876270322e+05,7.7289143819133553e+05
2451592,3.4645173207645118e+05,4.0302646959850110e+07,2.1462887072650298e+07,-5.0502543106537210e+06,6.2158760143096253e+04,5.5715315685494558e+05
2451593,-4.7022685159262773e+06,4.0160335390331052e+07,2.1910660880589355e+07,-5.0387828388424003e+06,-3.4560733148639661e+05,3.3815032424793817e+05
2451594,-9.7146363051078878e+06,3.9614817952041477e+07,2.2139287248105966e+07,-4.9779207982410900e+06,-7.4323702390979487e+05,1.1943947936036416e+05
2451595,-1.4642575947112244e+07,3.8679164729501098e+07,2.2150761596689720e+07,-4.8704907778334096e+06,-1.1249841368229627e+06,-9.5617246551793956e+04
2451596,-1.9441371063268408e+07,3.7371797305715576e+07,2.1950286320539989e+07,-4.7203455660222713e+06,-1.4859202743613750e+06,-3.0398770542264945e+05
2451597,-2.4070559347522173e+07,3.5715599317755722e+07,2.1545888478718668e+07,-4.5320926723949118e+06,-1.8220645248152509e+06,-5.0306758390425338e+05
2451598,-2.8494543379880052e+07,3.3736937717743859e+07,2.0947960340061333e+07,-4.3108070971748000e+06,-2.1304331459786240e+06,-6.9073673315503448e+05
2451599,-3.2682920339436710e+07,3.1464670841651522e+07,2.0168763727331355e+07,-4.0617604676153529e+06,-2.4090184601360443e+06,-8.6537598764317634e+05
2451600,-3.6610557884274811e+07,2.8929206611234196e+07,1.9221934814581264e+07,-3.7901868875079416e+06,-2.6567126327586048e+06,-1.0258507352761155e+06
2451601,-4.0257459377876244e+07,2.6161656927486438e+07,1.8122018458674703e+07,-3.5010969722563382e+06,-2.8731945785945388e+06,-1.1714697940851368e+06
2451602,-4.3608468944101848e+07,2.3193116181768410e+07,1.6884052217736602e+07,-3.1991434510489940e+06,-3.0587975595996701e+06,-1.3019286270110887e+06
2451603,-4.6652866937968947e+07,2.0054075527988292e+07,1.5523211522573113e+07,-2.8885355340926684e+06,-3.2143722190454789e+06,-1.4172450612652942e+06
2451604,-4.9383901473513246e+07,1.6773971679977283e+07,1.4054520074535990e+07,-2.5729953306129575e+06,-3.3411559874978052e+06,-1.5176940500620350e+06
2451605,-5.1798293863511235e+07,1.3380860025323588e+07,1.2492623942771517e+07,-2.2557477697095727e+06,-3.4406559182050889e+06,-1.6037461331276419e+06
2451606,-5.3895747047339156e+07,9.9011965303961635e+06,1.0851624083452035e+07,-1.9395352328995387e+06,-3.5145486434724866e+06,-1.6760124796499433e+06
2451607,-5.5678477621546850e+07,6.3597105828316398e+06,9.1449598822218403e+06,-1.6266488928701116e+06,-3.5645985554023408e+06,-1.7351979333281450e+06
2451608,-5.7150784714600414e+07,2.7793507673732452e+06,7.3853354760675132e+06,-1.3189700714915360e+06,-3.5925935379878464e+06,-1.7820623935508397e+06
2451609,-5.8318662999553867e+07,-8.1871316985662654e+05,5.5846806665811976e+06,-1.0180164124621269e+06,-3.6002965109889796e+06,-1.8173901432777408e+06
2451610,-5.9189462651629232e+07,-4.4150468770827688e+06,3.7541388590607946e+06,-7.2498907436142501e+05,-3.5894105297787972e+06,-1.8419663121666978e+06
2451611,-5.9771595889610343e+07,-7.9918788341101911e+06,1.9040753869583947e+06,-4.4081836369930790e+05,-3.5615550545689375e+06,-1.8565594677422675e+06
2451612,-6.0074287665948935e+07,-1.1533008686964847e+07,4.4100619020247483e+04,-1.6620619918773833e+05,-3.5182511147178239e+06,-1.8619092866146979e+06
2451613,-6.0107366847090706e+07,-1.5023704336968319e+07,-1.8168967272323824e+06,9.8335468616841041e+04,-3.4609133395723882e+06,-1.8587183130142393e+06
2451614,-5.9881093627288125e+07,-1.8450593761595353e+07,-3.6707097000271101e+06,3.5245063471191388e+05,-3.3908471295996411e+06,-1.8476469190987325e+06
2451615,-5.9406018755796686e+07,-2.1801555973798804e+07,-5.5097694681712408e+06,5.9590961342819629e+05,-3.3092495509973019e+06,-1.8293107101617411e+06
2451616,-5.8692870278490193e+07,-2.5065614256218795e+07,-7.3271000374014387e+06,8.2858358567063231e+05,-3.2172128249541121e+06,-1.8042797486459177e+06
2451617,-5.7752463787802026e+07,-2.8232833807358809e+07,-9.1162728852850888e+06,1.0504229701440663e+06,-3.1157295351895932e+06,-1.7730790925942829e+06
2451618,-5.6595632558753207e+07,-3.1294225169940233e+07,-1.0871362622263722e+07,1.2614392094343146e+06,-3.0056988896482270e+06,-1.7361902513582353e+06
2451619,-5.5233174368433863e+07,-3.4241654237120584e+07,-1.2586904436020918e+07,1.4616895467541581e+06,-2.8879335451196837e+06,-1.6940532521734082e+06
2451620,-5.3675812215780750e+07,-3.7067759212466337e+07,-1.4257853808614528e+07,1.6512643821575998e+06,-2.7631666409008023e+06,-1.6470690859257036e+06
2451621,-5.1934166556028344e+07,-3.9765874601422235e+07,-1.5879548795323579e+07,1.8302768262899511e+06,-2.6320587944397815e+06,-1.5956023605263133e+06
2451622,-5.0018737027842276e+07,-4.2329962107629314e+07,-1.7447675007269844e+07,1.9988541071931319e+06,-2.4952048934569061e+06,-1.5399840377615599e+06
2451623,-4.7939891975541368e+07,-4.4754548174042851e+07,-1.8958233334971555e+07,2.1571305260005137e+06,-2.3531405802312256e+06,-1.4805141663525295e+06
2451624,-4.5707864352920711e+07,-4.7034667828240104e+07,-2.0407510377488304e+07,2.3052416971990811e+06,-2.2063483688910557e+06,-1.4174645522082944e+06
2451625,-4.3332752840542860e+07,-4.9165814449413769e+07,-2.1792051493990920e+07,2.4433198465617644e+06,-2.0552633692794486e+06,-1.3510813282228529e+06
2451626,-4.0824527217952758e+07,-5.1143895060441308e+07,-2.3108636365318034e+07,2.5714899738516184e+06,-1.9002786142525354e+06,-1.2815874019309452e+06
2451627,-3.8193037209757790e+07,-5.2965190753889404e+07,-2.4354256937594526e+07,2.6898667175776442e+06,-1.7417500034819327e+06,-1.2091847711283450e+06
2451628,-3.5448024173748463e+07,-5.4626321879754715e+07,-2.5526097614627078e+07,2.7985517854291098e+06,-1.5800008878369802e+06,-1.1340567061730125e+06
2451629,-3.2599135123953268e+07,-5.6124217650700808e+07,-2.6621517567791574e+07,2.8976318367487453e+06,-1.4153263256630497e+06,-1.0563698039089018e+06
2451630,-2.9655938685174096e+07,-5.7456089854341909e+07,-2.7638035039426316e+07,2.9871767228654665e+06,-1.2479970468554499e+06,-9.7627592262074235e+05
2451631,-2.6627942661213458e+07,-5.8619410399529040e+07,-2.8573313526840638e+07,3.0672380076911226e+06,-1.0782631633942544e+06,-8.9391401062551944e+05
2451632,-2.3524612969352216e+07,-5.9611892463126525e+07,-2.9425149747869108e+07,3.1378477051052153e+06,-9.0635766658598999e+05,-8.0941184341506299e+05
2451633,-2.0355393750927787e+07,-6.0431475044490010e+07,-3.0191463304712228e+07,3.1990171817105846e+06,-7.3249975212606229e+05,-7.2288768597850169e+05
2451634,-1.7129728513963696e+07,-6.1076310776242323e+07,-3.0870287980129682e+07,3.2507361839268198e+06,-5.5689801460223715e+05,-6.3445189828080439e+05
2451635,-1.3857082200204354e+07,-6.1544756881765507e+07,-3.1459764618616294e+07,3.2929719574588565e+06,-3.7975355346353329e+05,-5.4420850303022820e+05
2451636,-1.0546964096754633e+07,-6.1835369212083772e+07,-3.1958135564874630e+07,3.3256684352776413e+06,-2.0126303296996537e+05,-4.5225673596984241e+05
2451637,-7.2089515326193692e+06,-6.1946899337661326e+07,-3.2363740652702380e+07,3.3487454777038209e+06,-2.1621739352807013e+04,-3.5869260008290870e+05
2451638,-3.8527143132695425e+06,-6.1878294714355282e+07,-3.2675014759433415e+07,3.3620981553121372e+06,1.5897332055371051e+05,-2.6361044639190158e+05
2451639,-4.8803985209792946e+05,-6.1628701987694934e+07,-3.2890486964476943e+07,3.3655960724923480e+06,3.4032023354159575e+05,-1.6710460552063974e+05
2451640,2.8751410438875575e+06,-6.1197473546197027e+07,-3.3008781375515271e+07,3.3590827369419774e+06,5.2220885964363604e+05,-6.9271095926286944e+04
2451641,6.2267277860448249e+06,-6.0584177482970774e+07,-3.3028619712811541e+07,3.3423749884793814e+06,7.0441732745729911e+05,2.9790563275182820e+04
2451642,9.5564230835344754e+06,-5.9788611175789230e+07,-3.2948825771133218e+07,3.3152625097389831e+06,8.8670829295774212e+05,1.2997540465599246e+05
2451643,1.2853705587745678e+07,-5.8810818749403603e+07,-3.2768331910306379e+07,3.2775074519778825e+06,1.0688249067910335e+06,2.3117089716604271e+05
2451644,1.6107802238612490e+07,-5.7651112740321688e+07,-3.2486187759649377e+07,3.2288442218773006e+06,1.2504864321727240e+06,3.3325462749153719e+05
2451645,1.9307660502970453e+07,-5.6310100343517587e+07,-3.2101571358704254e+07,3.1689794904286293e+06,1.4313834528322737e+06,4.3609173939830030e+05
2451646,2.2441920765099533e+07,-5.4788714682226457e+07,-3.1613802996894263e+07,3.0975925033983677e+06,1.6111726083241994e+06,5.3953208933427779e+05
2451647,2.5498889219901465e+07,-5.3088251605279408e+07,-3.1022362057914820e+07,3.0143357952025719e+06,1.7894707930256142e+06,6.4340707371432683e+05
2451648,2.8466511734101042e+07,-5.1210412579862706e+07,-3.0326907220467553e+07,2.9188364351068288e+06,1.9658487560396991e+06,7.4752608098193037e+05
2451649,3.1332349285628833e+07,-4.9157354308725305e+07,-2.9527300414620295e+07,2.8106979673862918e+06,2.1398240431136671e+06,8.5167252022646216e+05
2451650,3.4083555772025481e+07,-4.6931745756014258e+07,-2.8623634981277149e+07,2.6895032463419945e+06,2.3108532300484702e+06,9.5559937853287172e+05
2451651,3.6706859202286482e+07,-4.4536833309651293e+07,-2.7616268528791979e+07,2.5548184137324770e+06,2.4783234119371986e+06,1.0590242623385503e+06
2451652,3.9188547560801566e+07,-4.1976514832710385e+07,-2.6505861022312634e+07,2.4061983209170955e+06,2.6415429365931302e+06,1.1616238852278099e+06
2451653,4.1514460965190120e+07,-3.9255423350780249e+07,-2.5293418673070200e+07,2.2431937610906865e+06,2.7997314072079989e+06,1.2630279776446391e+06
2451654,4.3669992140087351e+07,-3.6379021071993813e+07,-2.3980344209470391e+07,2.0653609479558377e+06,2.9520090330872280e+06,1.3628126153853934e+06
