julian_date,x,y,z,vx,vy,vz
2451546,5.9681661423972225e+08,4.0986874007865262e+08,1.6114942911528930e+08,-6.8405102649373515e+05,8.7785310169795796e+05,3.9294403800490731e+05
2451547,5.9613184115645444e+08,4.1074609729651225e+08,1.6154217817524356e+08,-6.8549484469919477e+05,8.7686099338098511e+05,3.9255392869058199e+05
2451548,5.9544562514162517e+08,4.1162246138464367e+08,1.6193453666644800e+08,-6.8693688900096097e+05,8.7586684275147412e+05,3.9216290070891159e+05
2451549,5.9475796797098422e+08,4.1249783030226529e+08,1.6232650367084664e+08,-6.8837715570795385e+05,8.7487065287241072e+05,3.9177095528310031e+05
2451550,5.9406887142396891e+08,4.1337220201166159e+08,1.6271807827160811e+08,-6.8981564113630517e+05,8.7387242681287730e+05,3.9137809363914217e+05
2451551,5.9337833728369677e+08,4.1424557447818923e+08,1.6310925955312845e+08,-6.9125234160937346e+05,8.7287216764803557e+05,3.9098431700581417e+05
2451552,5.9268636733695841e+08,4.1511794567028290e+08,1.6350004660103378e+08,-6.9268725345775706e+05,8.7186987845910946e+05,3.9058962661466841e+05
2451553,5.9199296337421024e+08,4.1598931355946177e+08,1.6389043850218326e+08,-6.9412037301930820e+05,8.7086556233336648e+05,3.9019402370002511e+05
2451554,5.9129812718956721e+08,4.1685967612033510e+08,1.6428043434467167e+08,-6.9555169663914701e+05,8.6985922236409981e+05,3.8979750949896505e+05
2451555,5.9060186058079517e+08,4.1772903133060849e+08,1.6467003321783230e+08,-6.9698122066967562e+05,8.6885086165061104e+05,3.8940008525132266e+05
2451556,5.8990416534930444e+08,4.1859737717108995e+08,1.6505923421223959e+08,-6.9840894147059054e+05,8.6784048329819203e+05,3.8900175219967839e+05
2451557,5.8920504330014157e+08,4.1946471162569559e+08,1.6544803641971204e+08,-6.9983485540889809e+05,8.6682809041810699e+05,3.8860251158935169e+05
2451558,5.8850449624198282e+08,4.2033103268145591e+08,1.6583643893331474e+08,-7.0125895885892643e+05,8.6581368612757511e+05,3.8820236466839310e+05
2451559,5.8780252598712599e+08,4.2119633832852155e+08,1.6622444084736219e+08,-7.0268124820233986e+05,8.6479727354975150e+05,3.8780131268757791e+05
2451560,5.8709913435148406e+08,4.2206062656016928e+08,1.6661204125742108e+08,-7.0410171982815245e+05,8.6377885581371083e+05,3.8739935690039792e+05
2451561,5.8639432315457690e+08,4.2292389537280786e+08,1.6699923926031289e+08,-7.0552037013274152e+05,8.6275843605442846e+05,3.8699649856305495e+05
2451562,5.8568809421952450e+08,4.2378614276598394e+08,1.6738603395411673e+08,-7.0693719551986014e+05,8.6173601741276286e+05,3.8659273893445276e+05
2451563,5.8498044937303936e+08,4.2464736674238807e+08,1.6777242443817189e+08,-7.0835219240065129e+05,8.6071160303543787e+05,3.8618807927619002e+05
2451564,5.8427139044541919e+08,4.2550756530786037e+08,1.6815840981308061e+08,-7.0976535719366139e+05,8.5968519607502408e+05,3.8578252085255366e+05
2451565,5.8356091927053940e+08,4.2636673647139651e+08,1.6854398918071082e+08,-7.1117668632485298e+05,8.5865679968992190e+05,3.8537606493051030e+05
2451566,5.8284903768584573e+08,4.2722487824515337e+08,1.6892916164419869e+08,-7.1258617622761766e+05,8.5762641704434284e+05,3.8496871277970023e+05
2451567,5.8213574753234673e+08,4.2808198864445496e+08,1.6931392630795139e+08,-7.1399382334279025e+05,8.5659405130829220e+05,3.8456046567242884e+05
2451568,5.8142105065460670e+08,4.2893806568779832e+08,1.6969828227764970e+08,-7.1539962411866058e+05,8.5555970565755048e+05,3.8415132488366036e+05
2451569,5.8070494890073729e+08,4.2979310739685893e+08,1.7008222866025069e+08,-7.1680357501105568e+05,8.5452338327355019e+05,3.8374129169096082e+05
2451570,5.7998744412239134e+08,4.3064711179649675e+08,1.7046576456399038e+08,-7.1820567248310091e+05,8.5348508734374365e+05,3.8333036737466947e+05
2451571,5.7926853817475450e+08,4.3150007691476208e+08,1.7084888909838644e+08,-7.1960591300545994e+05,8.5244482106120791e+05,3.8291855321771558e+05
2451572,5.7854823291653764e+08,4.3235200078290105e+08,1.7123160137424073e+08,-7.2100429305640061e+05,8.5140258762457897e+05,3.8250585050559003e+05
2451573,5.7782653020997024e+08,4.3320288143536127e+08,1.7161390050364190e+08,-7.2240080912169069e+05,8.5035839023821219e+05,3.8209226052642136e+05
2451574,5.7710343192079186e+08,4.3405271690979755e+08,1.7199578559996811e+08,-7.2379545769461035e+05,8.4931223211215762e+05,3.8167778457096498e+05
2451575,5.7637893991824496e+08,4.3490150524707752e+08,1.7237725577788952e+08,-7.2518823527596460e+05,8.4826411646213569e+05,3.8126242393259151e+05
2451576,5.7565305607506776e+08,4.3574924449128753e+08,1.7275831015337095e+08,-7.2657913837409473e+05,8.4721404650951340e+05,3.8084617990727723e+05
2451577,5.7492578226748598e+08,4.3659593268973798e+08,1.7313894784367457e+08,-7.2796816350489098e+05,8.4616202548128064e+05,3.8042905379359296e+05
2451578,5.7419712037520599e+08,4.3744156789296901e+08,1.7351916796736237e+08,-7.2935530719180626e+05,8.4510805661002616e+05,3.8001104689269402e+05
2451579,5.7346707228140676e+08,4.3828614815475631e+08,1.7389896964429879e+08,-7.3074056596586772e+05,8.4405214313391480e+05,3.7959216050831019e+05
2451580,5.7273563987273240e+08,4.3912967153211641e+08,1.7427835199565324e+08,-7.3212393636568985e+05,8.4299428829666623e+05,3.7917239594673592e+05
2451581,5.7200282503928483e+08,4.3997213608531231e+08,1.7465731414390278e+08,-7.3350541493748932e+05,8.4193449534752988e+05,3.7875175451682083e+05
2451582,5.7126862967461562e+08,4.4081353987785906e+08,1.7503585521283454e+08,-7.3488499823509692e+05,8.4087276754126546e+05,3.7833023752996034e+05
2451583,5.7053305567571890e+08,4.4165388097652912e+08,1.7541397432754833e+08,-7.3626268281997193e+05,8.3980910813811980e+05,3.7790784630008630e+05
2451584,5.6979610494302368e+08,4.4249315745135814e+08,1.7579167061445916e+08,-7.3763846526121674e+05,8.3874352040380612e+05,3.7748458214365866e+05
2451585,5.6905777938038552e+08,4.4333136737565005e+08,1.7616894320129976e+08,-7.3901234213558922e+05,8.3767600760948297e+05,3.7706044637965574e+05
2451586,5.6831808089507997e+08,4.4416850882598257e+08,1.7654579121712309e+08,-7.4038431002751912e+05,8.3660657303173305e+05,3.7663544032956654e+05
2451587,5.6757701139779401e+08,4.4500457988221294e+08,1.7692221379230484e+08,-7.4175436552912206e+05,8.3553521995254396e+05,3.7620956531738228e+05
2451588,5.6683457280261874e+08,4.4583957862748295e+08,1.7729821005854595e+08,-7.4312250524021313e+05,8.3446195165928721e+05,3.7578282266958820e+05
2451589,5.6609076702704132e+08,4.4667350314822435e+08,1.7767377914887512e+08,-7.4448872576832364e+05,8.3338677144469903e+05,3.7535521371515555e+05
2451590,5.6534559599193799e+08,4.4750635153416449e+08,1.7804892019765118e+08,-7.4585302372871479e+05,8.3230968260686088e+05,3.7492673978553439e+05
2451591,5.6459906162156558e+08,4.4833812187833142e+08,1.7842363234056571e+08,-7.4721539574439498e+05,8.3123068844918045e+05,3.7449740221464541e+05
2451592,5.6385116584355402e+08,4.4916881227705908e+08,1.7879791471464548e+08,-7.4857583844613377e+05,8.3014979228037375e+05,3.7406720233887347e+05
2451593,5.6310191058889854e+08,4.4999842082999307e+08,1.7917176645825475e+08,-7.4993434847247857e+05,8.2906699741444562e+05,3.7363614149706025e+05
2451594,5.6235129779195213e+08,4.5082694564009535e+08,1.7954518671109799e+08,-7.5129092246977007e+05,8.2798230717067246e+05,3.7320422103049705e+05
2451595,5.6159932939041734e+08,4.5165438481364989e+08,1.7991817461422205e+08,-7.5264555709215987e+05,8.2689572487358481e+05,3.7277144228291907e+05
2451596,5.6084600732533884e+08,4.5248073646026790e+08,1.8029072931001884e+08,-7.5399824900162569e+05,8.2580725385294924e+05,3.7233780660049798e+05
2451597,5.6009133354109526e+08,4.5330599869289291e+08,1.8066284994222760e+08,-7.5534899486798840e+05,8.2471689744375250e+05,3.7190331533183681e+05
2451598,5.5933530998539150e+08,4.5413016962780589e+08,1.8103453565593743e+08,-7.5669779136892932e+05,8.2362465898618370e+05,3.7146796982796327e+05
2451599,5.5857793860925078e+08,4.5495324738463086e+08,1.8140578559758958e+08,-7.5804463519000681e+05,8.2253054182561929e+05,3.7103177144232398e+05
2451600,5.5781922136700702e+08,4.5577523008633959e+08,1.8177659891498008e+08,-7.5938952302467474e+05,8.2143454931260669e+05,3.7059472153077956e+05
2451601,5.5705916021629667e+08,4.5659611585925716e+08,1.8214697475726193e+08,-7.6073245157405373e+05,8.2033668480294815e+05,3.7015682145162515e+05
2451602,5.5629775711805129e+08,4.5741590283306694e+08,1.8251691227494767e+08,-7.6207341754697682e+05,8.1923695165761746e+05,3.6971807256555062e+05
2451603,5.5553501403648925e+08,4.5823458914081573e+08,1.8288641061991170e+08,-7.6341241766053741e+05,8.1813535324256273e+05,3.6927847623559914e+05
2451604,5.5477093293910837e+08,4.5905217291891915e+08,1.8325546894539270e+08,-7.6474944863957982e+05,8.1703189292890392e+05,3.6883803382721549e+05
2451605,5.5400551579667747e+08,4.5986865230716604e+08,1.8362408640599591e+08,-7.6608450721683889e+05,8.1592657409284881e+05,3.6839674670821836e+05
2451606,5.5323876458322859e+08,4.6068402544872439e+08,1.8399226215769562e+08,-7.6741759013295057e+05,8.1481940011567157e+05,3.6795461624879163e+05
2451607,5.5247068127604914e+08,4.6149829049014574e+08,1.8435999535783750e+08,-7.6874869413646369e+05,8.1371037438369414e+05,3.6751164382147574e+05
2451608,5.5170126785567439e+08,4.6231144558137059e+08,1.8472728516514087e+08,-7.7007781598385202e+05,8.1259950028826494e+05,3.6706783080115990e+05
2451609,5.5093052630587876e+08,4.6312348887573320e+08,1.8509413073970121e+08,-7.7140495243952400e+05,8.1148678122574056e+05,3.6662317856507318e+05
2451610,5.5015845861366856e+08,4.6393441852996677e+08,1.8546053124299225e+08,-7.7273010027583537e+05,8.1037222059746471e+05,3.6617768849277683e+05
2451611,5.4938506676927352e+08,4.6474423270420825e+08,1.8582648583786863e+08,-7.7405325627309887e+05,8.0925582180974877e+05,3.6573136196615559e+05
2451612,5.4861035276613939e+08,4.6555292956200343e+08,1.8619199368856785e+08,-7.7537441721959622e+05,8.0813758827385341e+05,3.6528420036940987e+05
2451613,5.4783431860091937e+08,4.6636050727031189e+08,1.8655705396071288e+08,-7.7669357991158857e+05,8.0701752340596647e+05,3.6483620508904755e+05
2451614,5.4705696627346635e+08,4.6716696399951172e+08,1.8692166582131431e+08,-7.7801074115332740e+05,8.0589563062718580e+05,3.6438737751387560e+05
2451615,5.4627829778682542e+08,4.6797229792340457e+08,1.8728582843877271e+08,-7.7932589775706502e+05,8.0477191336349840e+05,3.6393771903499227e+05
2451616,5.4549831514722490e+08,4.6877650721922064e+08,1.8764954098288083e+08,-7.8063904654306546e+05,8.0364637504576240e+05,3.6348723104577902e+05
2451617,5.4471702036406922e+08,4.6957959006762326e+08,1.8801280262482601e+08,-7.8195018433961540e+05,8.0251901910968637e+05,3.6303591494189261e+05
2451618,5.4393441544993019e+08,4.7038154465271401e+08,1.8837561253719234e+08,-7.8325930798303371e+05,8.0138984899581096e+05,3.6258377212125662e+05
2451619,5.4315050242053950e+08,4.7118236916203737e+08,1.8873796989396298e+08,-7.8456641431768297e+05,8.0025886814948916e+05,3.6213080398405425e+05
2451620,5.4236528329478037e+08,4.7198206178658551e+08,1.8909987387052238e+08,-7.8587150019597821e+05,7.9912608002086787e+05,3.6167701193271991e+05
2451621,5.4157876009467959e+08,4.7278062072080326e+08,1.8946132364365858e+08,-7.8717456247839925e+05,7.9799148806486826e+05,3.6122239737193141e+05
2451622,5.4079093484539938e+08,4.7357804416259265e+08,1.8982231839156535e+08,-7.8847559803349932e+05,7.9685509574116732e+05,3.6076696170860255e+05
2451623,5.4000180957522953e+08,4.7437433031331778e+08,1.9018285729384461e+08,-7.8977460373791575e+05,7.9571690651417896e+05,3.6031070635187463e+05
2451624,5.3921138631557894e+08,4.7516947737780952e+08,1.9054293953150842e+08,-7.9107157647637895e+05,7.9457692385303427e+05,3.5985363271310943e+05
2451625,5.3841966710096788e+08,4.7596348356437033e+08,1.9090256428698131e+08,-7.9236651314172510e+05,7.9343515123156481e+05,3.5939574220588099e+05
2451626,5.3762665396901965e+08,4.7675634708477867e+08,1.9126173074410260e+08,-7.9365941063490231e+05,7.9229159212828137e+05,3.5893703624596796e+05
2451627,5.3683234896045256e+08,4.7754806615429395e+08,1.9162043808812833e+08,-7.9495026586498308e+05,7.9114625002635771e+05,3.5847751625134615e+05
2451628,5.3603675411907178e+08,4.7833863899166107e+08,1.9197868550573373e+08,-7.9623907574917306e+05,7.8999912841361016e+05,3.5801718364218099e+05
2451629,5.3523987149176115e+08,4.7912806381911504e+08,1.9233647218501526e+08,-7.9752583721282030e+05,7.8885023078248068e+05,3.5755603984081961e+05
2451630,5.3444170312847525e+08,4.7991633886238557e+08,1.9269379731549281e+08,-7.9881054718942568e+05,7.8769956063001778e+05,3.5709408627178328e+05
2451631,5.3364225108223087e+08,4.8070346235070175e+08,1.9305066008811182e+08,-8.0009320262065157e+05,7.8654712145785789e+05,3.5663132436176063e+05
2451632,5.3284151740909922e+08,4.8148943251679671e+08,1.9340705969524559e+08,-8.0137380045633158e+05,7.8539291677220759e+05,3.5616775553959911e+05
2451633,5.3203950416819739e+08,4.8227424759691191e+08,1.9376299533069730e+08,-8.0265233765447419e+05,7.8423695008382376e+05,3.5570338123629702e+05
2451634,5.3123621342168075e+08,4.8305790583080184e+08,1.9411846618970215e+08,-8.0392881118125527e+05,7.8307922490798892e+05,3.5523820288498979e+05
