ephemeris,julian_date,target,center,x,y,z,vx,vy,vz
de405,2433335.0000000000000000,1,0,-2.0554155860224664e+07,-5.9326765045183614e+07,-2.9584446535267577e+07,3.1741498754728790e+06,-8.0145423253236793e+05,-7.5768624553109426e+05
de405,2433336.0000000000000000,1,0,-1.7351449379457440e+07,-6.0040899936063454e+07,-3.0298463235130023e+07,3.2296882210712233e+06,-6.2652738842580735e+05,-6.7002969736825547e+05
de405,2433337.0000000000000000,1,0,-1.4097934352852540e+07,-6.0579277057911277e+07,-3.0923888398091692e+07,3.2757609953720034e+06,-4.4997206497383909e+05,-5.8052037395587482e+05
de405,2433338.0000000000000000,1,0,-1.0803098141547330e+07,-6.0940367260382108e+07,-3.1458920035277419e+07,3.3123207181516476e+06,-2.7198623924650153e+05,-4.8925907928877691e+05
de405,2433339.0000000000000000,1,0,-7.4764874163744943e+06,-6.1122837836086571e+07,-3.1901854913941436e+07,3.3392961238922169e+06,-9.2765329580861784e+04,-3.9634278061871475e+05
de405,2433340.0000000000000000,1,0,-4.1277323150877859e+06,-6.1125551496671334e+07,-3.2251085501805622e+07,3.3565914248747891e+06,8.7494726965156835e+04,-3.0186617551967746e+05
de405,2433341.0000000000000000,1,0,-7.6657131609330815e+05,-6.0947568457419626e+07,-3.2505098497173600e+07,3.3640856148488023e+06,2.6859432738571730e+05,-2.0592330043145063e+05
de405,2433342.0000000000000000,1,0,2.5971232124395501e+06,-6.0588151723364837e+07,-3.2662474998757079e+07,3.3616318156236154e+06,4.5032693897635146e+05,-1.0860920589338084e+05
de405,2433343.0000000000000000,1,0,5.9533188354065055e+06,-6.0046775717659540e+07,-3.2721892395296015e+07,3.3490566767419879e+06,6.3247567024571274e+05,-1.0021725593778956e+04
de405,2433344.0000000000000000,1,0,9.2917963072837591e+06,-5.9323138442944139e+07,-3.2682128083257116e+07,3.3261598471174813e+06,8.1480962524433562e+05,8.9736631435093368e+04
de405,2433345.0000000000000000,1,0,1.2602122347853975e+07,-5.8417177419045575e+07,-3.2542065151449904e+07,3.2927135475636213e+06,9.9707998734350072e+05,1.9055663364976234e+05
de405,2433346.0000000000000000,1,0,1.5873622057343002e+07,-5.7329089695735306e+07,-3.2300700204587467e+07,3.2484622849811860e+06,1.1790157756247956e+06,2.9232009026569157e+05
de405,2433347.0000000000000000,1,0,1.9095351138799261e+07,-5.6059356297534086e+07,-3.1957153533880748e+07,3.1931227631379659e+06,1.3603192142376059e+06,3.9489738740592788e+05
de405,2433348.0000000000000000,1,0,2.2256068158765227e+07,-5.4608771518446326e+07,-3.1510681881842725e+07,3.1263840620878492e+06,1.5406606526789807e+06,4.9814475650885177e+05
de405,2433349.0000000000000000,1,0,2.5344207159380704e+07,-5.2978477547410667e+07,-3.0960694090600114e+07,3.0479081790338098e+06,1.7196729734307639e+06,6.0190123140831222e+05
de405,2433350.0000000000000000,1,0,2.8347851040053196e+07,-5.1170004968958996e+07,-3.0306769967937808e+07,2.9573310486299405e+06,1.8969454234400580e+06,7.0598524791062600e+05
de405,2433351.0000000000000000,1,0,3.1254706259590194e+07,-4.9185319746058382e+07,-2.9548682752459183e+07,2.8542641912041185e+06,2.0720168085129394e+06,8.1019083790674584e+05
de405,2433352.0000000000000000,1,0,3.4052079575959936e+07,-4.7026877350207560e+07,-2.8686425607541777e+07,2.7382971740735336e+06,2.2443679961329605e+06,9.1428336968777003e+05
de405,2433353.0000000000000000,1,0,3.6726857747286633e+07,-4.4697684752860479e+07,-2.7720242621377394e+07,2.6090011149119474e+06,2.4134136843141546e+06,1.0179947880458847e+06
de405,2433354.0000000000000000,1,0,3.9265491371788323e+07,-4.2201371025350526e+07,-2.6650664834453825e+07,2.4659335077758986e+06,2.5784934142579339e+06,1.1210183131457749e+06
de405,2433355.0000000000000000,1,0,4.1653984354257442e+07,-3.9542267302117705e+07,-2.5478551852093101e+07,2.3086447123657176e+06,2.7388618359675482e+06,1.2230025676851363e+06
de405,2433356.0000000000000000,1,0,4.3877890860684581e+07,-3.6725496831014350e+07,-2.4205139621931862e+07,2.1366865152536728e+06,2.8936782826660760e+06,1.3235451197218983e+06
de405,2433357.0000000000000000,1,0,4.5922322068452649e+07,-3.3757075746993087e+07,-2.2832094955813721e+07,1.9496232470021071e+06,3.0419957770156940e+06,1.4221854566010798e+06
de405,2433358.0000000000000000,1,0,4.7771965542986818e+07,-3.0644025038044244e+07,-2.1361577340502642e+07,1.7470460185196237e+06,3.1827496860648850e+06,1.5183974473308269e+06
de405,2433359.0000000000000000,1,0,4.9411120674661331e+07,-2.7394493894433513e+07,-1.9796308495866403e+07,1.5285907183392020e+06,3.3147463700080048e+06,1.6115814110677124e+06
de405,2433360.0000000000000000,1,0,5.0823754286900014e+07,-2.4017894205760244e+07,-1.8139649981702428e+07,1.2939604807166096e+06,3.4366523405424953e+06,1.7010559934543667e+06
de405,2433361.0000000000000000,1,0,5.1993581261021033e+07,-2.0525045348294381e+07,-1.6395688898442060e+07,1.0429533782861286e+06,3.5469846663400684e+06,1.7860501664209818e+06
de405,2433362.0000000000000000,1,0,5.2904175781116083e+07,-1.6928327532602571e+07,-1.4569331339709833e+07,7.7549609118749877e+05,3.6441036431965232e+06,1.8656958168187975e+06
de405,2433363.0000000000000000,1,0,5.3539119523161046e+07,-1.3241840798035644e+07,-1.2666402697536800e+07,4.9168422685471410e+05,3.7262090885056285e+06,1.9390215800227979e+06
de405,2433364.0000000000000000,1,0,5.3882193701243609e+07,-9.4815651852015145e+06,-1.0693753151436439e+07,1.9182977019628818e+05,3.7913420201467103e+06,2.0049488087041825e+06
de405,2433365.0000000000000000,1,0,5.3917622198442325e+07,-5.6655156386715956e+06,-8.6593656483581886e+06,-1.2348421925985634e+05,3.8373939220719226e+06,2.0622908408550078e+06
de405,2433366.0000000000000000,1,0,5.3630372851778284e+07,-1.8138827646210203e+06,-6.5724623676170073e+06,-4.5334213979516161e+05,3.8621262456469014e+06,2.1097570313524287e+06
de405,2433367.0000000000000000,1,0,5.3006523067526989e+07,2.0508522821120014e+06,-4.4436040499093831e+06,-7.9642897336314130e+05,3.8632031802129345e+06,2.1459633088084492e+06
de405,2433368.0000000000000000,1,0,5.2033693992163882e+07,5.9038436681380877e+06,-2.2847746786499312e+06,-1.1509606042919748e+06,3.8382409422555277e+06,2.1694512630833606e+06
de405,2433369.0000000000000000,1,0,5.0701554092670359e+07,9.7178656267886609e+06,-1.0944192590086348e+05,-1.5146155348094569e+06,3.7848767280781982e+06,2.1787178796789539e+06
de405,2433370.0000000000000000,1,0,4.9002387854865648e+07,1.3463377083277341e+07,2.0674183009078726e+06,-1.8844741281747690e+06,3.7008598544961549e+06,2.1722579060009085e+06
de405,2433371.0000000000000000,1,0,4.6931718135569759e+07,1.7108689081212167e+07,4.2293466438806653e+06,-2.2569736007632362e+06,3.5841662555546635e+06,2.1486203271127124e+06
de405,2433372.0000000000000000,1,0,4.4488961483011827e+07,2.0620258038400114e+07,6.3584888581389021e+06,-2.6278889233154808e+06,3.4331352115675770e+06,2.1064794060142403e+06
de405,2433373.0000000000000000,1,0,4.1678084856456079e+07,2.3963125158885650e+07,8.4357622885898780e+06,-2.9923510778089873e+06,3.2466238607852315e+06,2.0447191007289160e+06
de405,2433374.0000000000000000,1,0,3.8508220605631903e+07,2.7101515818724234e+07,1.0441112119777955e+07,-3.3449140827283082e+06,3.0241707958751158e+06,1.9625273981616045e+06
de405,2433375.0000000000000000,1,0,3.4994186001059793e+07,2.9999601691885523e+07,1.2353864454161620e+07,-3.6796801131935003e+06,2.7661553185787145e+06,1.8594943624660226e+06
de405,2433376.0000000000000000,1,0,3.1156846408426940e+07,3.2622412698661108e+07,1.4153175645228431e+07,-3.9904873144607865e+06,2.4739345646560686e+06,1.7357048754032427e+06
de405,2433377.0000000000000000,1,0,2.7023260137521140e+07,3.4936866493694670e+07,1.5818567079692515e+07,-4.2711573959752340e+06,2.1499379350898019e+06,1.5918147834209397e+06
de405,2433378.0000000000000000,1,0,2.2626550615922559e+07,3.6912862433404967e+07,1.7330522714993313e+07,-4.5157904202999426e+06,1.7976984410358479e+06,1.4290982532219731e+06
de405,2433379.0000000000000000,1,0,1.8005469298245952e+07,3.8524368307719074e+07,1.8671114870690942e+07,-4.7190839300480653e+06,1.4218047725229475e+06,1.2494553153513584e+06
de405,2433380.0000000000000000,1,0,1.3203640090355957e+07,3.9750415844490699e+07,1.9824614373403296e+07,-4.8766450475652805e+06,1.0277664063079848e+06,1.0553722342389394e+06
de405,2433381.0000000000000000,1,0,8.2685099694944136e+06,4.0575919029971555e+07,2.0778036584662832e+07,-4.9852600330294734e+06,6.2179591206482728e+05,8.4983323771566967e+05
de405,2433382.0000000000000000,1,0,3.2500654897581888e+06,4.0992239947560817e+07,2.1521576897947010e+07,-5.0430879407872166e+06,2.1052555813716052e+05,6.3618927478384017e+05
de405,2433383.0000000000000000,1,0,-1.8005956879031435e+06,4.0997449739099480e+07,2.2048898464108676e+07,-5.0497538858870184e+06,-1.9931365897446973e+05,4.1799627891996870e+05
de405,2433384.0000000000000000,1,0,-6.8327313214662429e+06,4.0596264038381733e+07,2.2357250012328196e+07,-5.0063314853440132e+06,-6.0121617500247527e+05,1.9884021810670884e+05
de405,2433385.0000000000000000,1,0,-1.1797349840899432e+07,3.9799667098930962e+07,2.2447410008060910e+07,-4.9152201153029511e+06,-9.8919496145318553e+05,-1.7832192180232149e+04
de405,2433386.0000000000000000,1,0,-1.6648438107590204e+07,3.8624270361366384e+07,2.2323471586565118e+07,-4.7799369749807073e+06,-1.3580156986196705e+06,-2.2886015022469414e+05
de405,2433387.0000000000000000,1,0,-2.1343950712184947e+07,3.7091473967381105e+07,2.1992497479699410e+07,-4.6048534908943987e+06,-1.7033548714331575e+06,-4.3148057878060086e+05
de405,2433388.0000000000000000,1,0,-2.5846521541468520e+07,3.5226510754820988e+07,2.1464083335209228e+07,-4.3949088553356780e+06,-2.0218768839520866e+06,-6.2339906024256139e+05
de405,2433389.0000000000000000,1,0,-3.0123890244770687e+07,3.3057451482285608e+07,2.0749870720826115e+07,-4.1553308322838526e+06,-2.3112362623667386e+06,-8.0282000860656193e+05
de405,2433390.0000000000000000,1,0,-3.4149063196294367e+07,3.0614239754198637e+07,1.9863048417060148e+07,-3.8913871198928636e+06,-2.5700188041781010e+06,-9.6844106060274970e+05
de405,2433391.0000000000000000,1,0,-3.7900247536972314e+07,2.7927808990857448e+07,1.8817873961711720e+07,-3.6081818306546984e+06,-2.7976394214075403e+06,-1.1194196524852896e+06
de405,2433392.0000000000000000,1,0,-4.1360607089678198e+07,2.5029315607637413e+07,1.7629238759811301e+07,-3.3105031236631852e+06,-2.9942147705154996e+06,-1.2553208186539437e+06
de405,2433393.0000000000000000,1,0,-4.4517891344212048e+07,2.1949505414493009e+07,1.6312291161183886e+07,-3.0027211013469258e+06,-3.1604265561159025e+06,-1.3760547892098329e+06
de405,2433394.0000000000000000,1,0,-4.7363985277325474e+07,1.8718216081714325e+07,1.4882123986205518e+07,-2.6887303792484389e+06,-3.2973878160972577e+06,-1.4818115403412113e+06
de405,2433395.0000000000000000,1,0,-4.9894420755726390e+07,1.5364008182195157e+07,1.3353526731487703e+07,-2.3719292239602711e+06,-3.4065205620443649e+06,-1.5729976115627333e+06
de405,2433396.0000000000000000,1,0,-5.2107881671419904e+07,1.1913910788889242e+07,1.1740798305866849e+07,-2.0552264181476836e+06,-3.4894495622515539e+06,-1.6501786647668637e+06
de405,2433397.0000000000000000,1,0,-5.4005726282170758e+07,8.3932643217013162e+06,1.0057613491843527e+07,-1.7410674975091894e+06,-3.5479141833426552e+06,-1.7140296761005642e+06
de405,2433398.0000000000000000,1,0,-5.5591542425803140e+07,4.8256425156055437e+06,8.3169350778802792e+06,-1.4314731834619106e+06,-3.5836981542492323e+06,-1.7652934331776914e+06
de405,2433399.0000000000000000,1,0,-5.6870744819544911e+07,1.2328362243084628e+06,6.5309633863017904e+06,-1.1280842914900160e+06,-3.5985758186998088e+06,-1.8047471658937137e+06
de405,2433400.0000000000000000,1,0,-5.7850218670549296e+07,-2.3651164039715603e+06,4.7111153770453762e+06,-8.3220884793227445e+05,-3.5942727529372317e+06,-1.8331766200152056e+06
de405,2433401.0000000000000000,1,0,-5.8538010218942866e+07,-5.9498665645886809e+06,2.8680263494699048e+06,-5.4486843760525400e+05,-3.5724383771101665e+06,-1.8513566161887757e+06
de405,2433402.0000000000000000,1,0,-5.8943062406082824e+07,-9.5046690647683665e+06,1.0115682777682636e+06,-2.6684186148726626e+05,-3.5346282296828111e+06,-1.8600370491010502e+06
de405,2433403.0000000000000000,1,0,-5.9074992366303548e+07,-1.3014282802364992e+07,-8.4912014541955292e+05,1.2950029717441430e+03,-3.4822937829759861e+06,-1.8599333085514831e+06
de405,2433404.0000000000000000,1,0,-5.8943906646083146e+07,-1.6464864054007009e+07,-2.7055957069181055e+06,2.5913365419639833e+05,-3.4167779667644948e+06,-1.8517201969499541e+06
de405,2433405.0000000000000000,1,0,-5.8560249756903991e+07,-1.9843857493721593e+07,-4.5500681969980579e+06,5.0640183886003599e+05,-3.3393148774389043e+06,-1.8360285412632723e+06
de405,2433406.0000000000000000,1,0,-5.7934681702978052e+07,-2.3139888491367221e+07,-6.3753556077222563e+06,7.4293668791513669e+05,-3.2510324475208125e+06,-1.8134438288146416e+06
de405,2433407.0000000000000000,1,0,-5.7077980367181703e+07,-2.6342659150821589e+07,-8.1748387469876288e+06,9.6866180338731897e+05,-3.1529571157942084e+06,-1.7845063218679768e+06
de405,2433408.0000000000000000,1,0,-5.6000964996837676e+07,-2.9442849704610150e+07,-9.9424165220178142e+06,1.1835679026970833e+06,-3.0460197645042203e+06,-1.7497122183870198e+06
de405,2433409.0000000000000000,1,0,-5.4714437442003280e+07,-3.2432026244443338e+07,-1.1672462763052579e+07,1.3876965986065136e+06,-2.9310623762378101e+06,-1.7095155228073916e+06
de405,2433410.0000000000000000,1,0,-5.3229138220683396e+07,-3.5302555297214285e+07,-1.3359785163207607e+07,1.5811268974659818e+06,-2.8088450122314231e+06,-1.6643303707821164e+06
de405,2433411.0000000000000000,1,0,-5.1555714891678087e+07,-3.8047525418642834e+07,-1.4999586688103877e+07,1.7639640229462262e+06,-2.6800528306789077e+06,-1.6145336168017995e+06
de405,2433412.0000000000000000,1,0,-4.9704700591588348e+07,-4.0660675742247306e+07,-1.6587429644592850e+07,1.9363302076256983e+06,-2.5453029533835133e+06,-1.5604675451888819e+06
de405,2433413.0000000000000000,1,0,-4.7686500930480309e+07,-4.3136331265192166e+07,-1.8119202479415920e+07,2.0983571344707450e+06,-2.4051510568735367e+06,-1.5024426052823812e+06
de405,2433414.0000000000000000,1,0,-4.5511387738497287e+07,-4.5469344555118248e+07,-1.9591089295668580e+07,2.2501797504429338e+06,-2.2600976144124400e+06,-1.4407401026740838e+06
de405,2433415.0000000000000000,1,0,-4.3189498414078727e+07,-4.7655043507840142e+07,-2.0999542019147731e+07,2.3919312128178184e+06,-2.1105937520475779e+06,-1.3756148019476244e+06
de405,2433416.0000000000000000,1,0,-4.0730839845962100e+07,-4.9689184762843579e+07,-2.2341255111396939e+07,2.5237387640071101e+06,-1.9570467081474455e+06,-1.3072974140776601e+06
de405,2433417.0000000000000000,1,0,-3.8145296069289036e+07,-5.1567912382760487e+07,-2.3613142706320800e+07,2.6457203621603162e+06,-1.7998249043452349e+06,-1.2359969547794031e+06
de405,2433418.0000000000000000,1,0,-3.5442638974725649e+07,-5.3287721417659350e+07,-2.4812318038598970e+07,2.7579819224568671e+06,-1.6392626484667140e+06,-1.1619029697304545e+06
de405,2433419.0000000000000000,1,0,-3.2632541522331111e+07,-5.4845426000079565e+07,-2.5936075031736542e+07,2.8606150479351259e+06,-1.4756644984539959e+06,-1.0851876295769725e+06
de405,2433420.0000000000000000,1,0,-2.9724593022524059e+07,-5.6238131648670204e+07,-2.6981871919153214e+07,2.9536951492454000e+06,-1.3093093217190632e+06,-1.0060077026655643e+06
de405,2433421.0000000000000000,1,0,-2.6728316138111454e+07,-5.7463211494536802e+07,-2.7947316781556487e+07,3.0372798702413533e+06,-1.1404540876975663e+06,-9.2450641704474797e+05
de405,2433422.0000000000000000,1,0,-2.3653185336768758e+07,-5.8518286183237053e+07,-2.8830154896752995e+07,3.1114077512468095e+06,-9.6933743332287634e+05,-8.4081522587091359e+05
de405,2433423.0000000000000000,1,0,-2.0508646584994268e+07,-5.9401207245682880e+07,-2.9628257813183948e+07,3.1760970745605691e+06,-7.9618304222626844e+05,-7.5505549225532718e+05
de405,2433424.0000000000000000,1,0,-1.7304138124402791e+07,-6.0110043772344388e+07,-3.0339614075265706e+07,3.2313448476821231e+06,-6.2120287908118323e+05,-6.6734011104976397e+05
de405,2433425.0000000000000000,1,0,-1.4049112210893970e+07,-6.0643072266788341e+07,-3.0962321546734378e+07,3.2771258892258210e+06,-4.4460032093633543e+05,-5.7777508628127247e+05
de405,2433426.0000000000000000,1,0,-1.0753057727987645e+07,-6.0998769596645676e+07,-3.1494581297463890e+07,3.3133919908882687e+06,-2.6657322783577372e+05,-4.8646108406071312e+05
de405,2433427.0000000000000000,1,0,-7.4255236083841743e+06,-6.1175809002697289e+07,-3.1934693039611872e+07,3.3400711364739402e+06,-8.7316995657316424e+04,-3.9349498192130541e+05
de405,2433428.0000000000000000,1,0,-4.0761430131779290e+06,-6.1173059170131952e+07,-3.2281052120511524e+07,3.3570667661869540e+06,9.2972364978038982e+04,-2.9897143678334897e+05
de405,2433429.0000000000000000,1,0,-7.1465822640603734e+05,-6.0989586410490558e+07,-3.2532148102616020e+07,3.3642570814798675e+06,2.7409507859347691e+05,-2.0298449516021449e+05
de405,2433430.0000000000000000,1,0,2.6490537762892209e+06,-6.0624660048747398e+07,-3.2686564985221587e+07,3.3614943930381145e+06,4.5584433673275908e+05,-1.0562927087231365e+05
de405,2433431.0000000000000000,1,0,6.0049551325417887e+06,-6.0077761157791831e+07,-3.2742983148899511e+07,3.3486045223143934e+06,6.3800286294256581e+05,-7.0037174578793047e+03
