julian_date,x,y,z,vx,vy,vz
2451546,2.5143653666363840e+09,-3.4379215398141007e+09,-1.4697593953135846e+09,3.8663128129522898e+05,2.4861914555129150e+05,9.2135667229778453e+04
2451547,2.5147519842848878e+09,-3.4376729020266199e+09,-1.4696672516768186e+09,3.8660401500030234e+05,2.4865642897710705e+05,9.2151606142668898e+04
2451548,2.5151385746649609e+09,-3.4374242269570127e+09,-1.4695750921016183e+09,3.8657674443479924e+05,2.4869370980416148e+05,9.2167544098303100e+04
2451549,2.5155251377723336e+09,-3.4371755146078777e+09,-1.4694829165889411e+09,3.8654946959898603e+05,2.4873098803205896e+05,9.2183481096512056e+04
2451550,2.5159116736027355e+09,-3.4369267649818149e+09,-1.4693907251397445e+09,3.8652219049312879e+05,2.4876826366040343e+05,9.2199417137126744e+04
2451551,2.5162981821518970e+09,-3.4366779780814238e+09,-1.4692985177549860e+09,3.8649490711749392e+05,2.4880553668879904e+05,9.2215352219978231e+04
2451552,2.5166846634155474e+09,-3.4364291539093041e+09,-1.4692062944356239e+09,3.8646761947234761e+05,2.4884280711684978e+05,9.2231286344897497e+04
2451553,2.5170711173894186e+09,-3.4361802924680567e+09,-1.4691140551826158e+09,3.8644032755795668e+05,2.4888007494415980e+05,9.2247219511715564e+04
2451554,2.5174575440692406e+09,-3.4359313937602830e+09,-1.4690217999969199e+09,3.8641303137458704e+05,2.4891734017033307e+05,9.2263151720263442e+04
2451555,2.5178439434507446e+09,-3.4356824577885833e+09,-1.4689295288794947e+09,3.8638573092250561e+05,2.4895460279497385e+05,9.2279082970372183e+04
2451556,2.5182303155296626e+09,-3.4354334845555601e+09,-1.4688372418312986e+09,3.8635842620197870e+05,2.4899186281768614e+05,9.2295013261872737e+04
2451557,2.5186166603017259e+09,-3.4351844740638156e+09,-1.4687449388532906e+09,3.8633111721327307e+05,2.4902912023807410e+05,9.2310942594596156e+04
2451558,2.5190029777626667e+09,-3.4349354263159518e+09,-1.4686526199464290e+09,3.8630380395665526e+05,2.4906637505574178e+05,9.2326870968373434e+04
2451559,2.5193892679082165e+09,-3.4346863413145719e+09,-1.4685602851116734e+09,3.8627648643239209e+05,2.4910362727029351e+05,9.2342798383035537e+04
2451560,2.5197755307341089e+09,-3.4344372190622787e+09,-1.4684679343499827e+09,3.8624916464075027e+05,2.4914087688133330e+05,9.2358724838413531e+04
2451561,2.5201617662360759e+09,-3.4341880595616770e+09,-1.4683755676623163e+09,3.8622183858199662e+05,2.4917812388846531e+05,9.2374650334338439e+04
2451562,2.5205479744098506e+09,-3.4339388628153701e+09,-1.4682831850496340e+09,3.8619450825639802e+05,2.4921536829129377e+05,9.2390574870641198e+04
2451563,2.5209341552511663e+09,-3.4336896288259625e+09,-1.4681907865128951e+09,3.8616717366422125e+05,2.4925261008942290e+05,9.2406498447152873e+04
2451564,2.5213203087557569e+09,-3.4334403575960598e+09,-1.4680983720530596e+09,3.8613983480573352e+05,2.4928984928245685e+05,9.2422421063704431e+04
2451565,2.5217064349193559e+09,-3.4331910491282663e+09,-1.4680059416710877e+09,3.8611249168120156e+05,2.4932708586999978e+05,9.2438342720126893e+04
2451566,2.5220925337376976e+09,-3.4329417034251881e+09,-1.4679134953679395e+09,3.8608514429089264e+05,2.4936431985165604e+05,9.2454263416251226e+04
2451567,2.5224786052065158e+09,-3.4326923204894319e+09,-1.4678210331445754e+09,3.8605779263507383e+05,2.4940155122702976e+05,9.2470183151908452e+04
